"position.disgap","Type","MinLongitudinalSpeed"
-115,"Median",90.7371188809567
-105,"Median",90.9858760415004
-95,"Median",91.2341827733075
-85,"Median",91.4725813779255
-75,"Median",91.4973891842641
-65,"Median",91.4581326970551
-55,"Median",91.4026824204386
-45,"Median",91.3461505121686
-35,"Median",91.2651878913576
-25,"Median",91.2077472622018
-15,"Median",91.1151648036369
-5,"Median",91.031337015044
5,"Median",90.5865802732166
15,"Median",90.1028687692026
25,"Median",89.6154121126153
35,"Median",88.9238679341026
45,"Median",88.1974206847264
55,"Median",87.4112995764453
65,"Median",86.3518226807577
75,"Median",85.6468917922938
85,"Median",85.1929840148004
95,"Median",84.7136419612979
105,"Median",84.2348460910046
115,"Median",83.7774007266309
125,"Median",83.3221960474229
135,"Median",82.9284539975311
145,"Median",82.9460630926125
155,"Median",82.9910288498023
165,"Median",83.1717770407906
175,"Median",83.8336507612814
185,"Median",84.4785539488041
195,"Median",85.0558149244141
-195,"Avg",90.5582345601205
-185,"Avg",90.4197578229553
-175,"Avg",90.2703789929078
-165,"Avg",90.1136702917083
-155,"Avg",89.9401081598585
-145,"Avg",89.7717174546073
-135,"Avg",89.608314058351
-125,"Avg",89.5260162417709
-115,"Avg",89.4475668354309
-105,"Avg",89.3864240810356
-95,"Avg",89.3250677373865
-85,"Avg",89.2710767572366
-75,"Avg",89.1439018320904
-65,"Avg",89.0038481724956
-55,"Avg",88.8740367455904
-45,"Avg",88.7440568161669
-35,"Avg",88.6037859437825
-25,"Avg",88.4746438225963
-15,"Avg",88.3345927952025
-5,"Avg",88.1889270129973
5,"Avg",88.0116899065606
15,"Avg",87.8434969492306
25,"Avg",87.5544304200311
35,"Avg",87.1425112951654
45,"Avg",86.6998579400415
55,"Avg",86.2553590470994
65,"Avg",85.7414617015072
75,"Avg",85.472579445646
85,"Avg",85.3399551565806
95,"Avg",85.1976484212711
105,"Avg",85.0709621790564
115,"Avg",84.958634272277
125,"Avg",84.9181724577366
135,"Avg",84.9072110471169
145,"Avg",84.9054268621785
155,"Avg",84.8665242576091
165,"Avg",84.8227940426394
175,"Avg",84.7808489826856
185,"Avg",84.7593945675816
195,"Avg",84.7768324810235
-195,"Min",77.9036127444478
-185,"Min",77.6525324626464
-175,"Min",77.3642077947964
-165,"Min",77.0753366907253
-155,"Min",76.7855308060349
-145,"Min",76.5366842043705
-135,"Min",76.2810569244808
-125,"Min",76.0320325138916
-115,"Min",75.7440069840968
-105,"Min",75.4923074464279
-95,"Min",75.202023960254
-85,"Min",74.9512192870365
-75,"Min",74.7003107391158
-65,"Min",74.4823835785679
-55,"Min",74.3759161590197
-45,"Min",74.2675861585464
-35,"Min",74.1606705791927
-25,"Min",74.0516057087792
-15,"Min",73.9441386803792
-5,"Min",73.8362178733766
5,"Min",73.7267020537345
15,"Min",73.6186185581723
25,"Min",73.3720236976437
35,"Min",73.1266779266717
45,"Min",72.8843372795167
55,"Min",72.7912877211346
65,"Min",72.7953242795346
75,"Min",73.5573989593583
85,"Min",74.6296421958333
95,"Min",75.6742260491736
105,"Min",76.6810898275258
115,"Min",77.6116468378305
125,"Min",78.5826653405497
135,"Min",79.4800767548422
145,"Min",80.3431596454608
155,"Min",81.1934502157926
165,"Min",81.6487499975353
175,"Min",81.1514675786527
185,"Min",80.6138331337357
195,"Min",80.1446911385102
