"position.disgap","Type","Laneoffset"
175,"Median",-0.876363636363636
185,"Median",-0.89
195,"Median",-0.875454545454545
-195,"Avg",-0.598320346320346
-185,"Avg",-0.573275461380724
-175,"Avg",-0.560064935064935
-165,"Avg",-0.567208356860531
-155,"Avg",-0.5922
-145,"Avg",-0.635110822510823
-135,"Avg",-0.700520383963862
-125,"Avg",-0.767011104837192
-115,"Avg",-0.815805627705628
-105,"Avg",-0.845744747243603
-95,"Avg",-0.860068699416525
-85,"Avg",-0.853069046133119
-75,"Avg",-0.822454545454546
-65,"Avg",-0.783410671936759
-55,"Avg",-0.746531601731602
-45,"Avg",-0.720294748729531
-35,"Avg",-0.695100865800866
-25,"Avg",-0.672588744588745
-15,"Avg",-0.656882661198451
-5,"Avg",-0.654727272727273
5,"Avg",-0.668581818181818
15,"Avg",-0.699151515151515
25,"Avg",-0.748818181818182
35,"Avg",-0.805272727272727
45,"Avg",-0.853669696969697
55,"Avg",-0.896963636363636
65,"Avg",-0.934781818181818
75,"Avg",-0.963830303030303
85,"Avg",-0.978093939393939
95,"Avg",-0.976109090909091
105,"Avg",-0.961781818181818
115,"Avg",-0.942618181818182
125,"Avg",-0.92880303030303
135,"Avg",-0.920745454545455
145,"Avg",-0.918045454545454
155,"Avg",-0.915927272727273
165,"Avg",-0.915454545454545
175,"Avg",-0.917075757575758
185,"Avg",-0.918
195,"Avg",-0.938872727272727
-195,"Min",-1.17954545454545
-185,"Min",-1.09818181818182
-175,"Min",-1.02181818181818
-165,"Min",-0.956666666666667
-155,"Min",-0.9
-145,"Min",-0.864090909090909
-135,"Min",-0.88304347826087
-125,"Min",-0.996190476190476
-115,"Min",-1.08047619047619
-105,"Min",-1.13045454545455
-95,"Min",-1.14952380952381
-85,"Min",-1.2547619047619
-75,"Min",-1.33
-65,"Min",-1.37130434782609
-55,"Min",-1.38
-45,"Min",-1.3704347826087
-35,"Min",-1.33666666666667
-25,"Min",-1.28590909090909
-15,"Min",-1.22428571428571
-5,"Min",-1.16363636363636
5,"Min",-1.10545454545455
15,"Min",-1.06909090909091
25,"Min",-1.15818181818182
35,"Min",-1.225
45,"Min",-1.25583333333333
55,"Min",-1.248
65,"Min",-1.20909090909091
75,"Min",-1.165
85,"Min",-1.225
95,"Min",-1.255
105,"Min",-1.26
115,"Min",-1.25454545454545
125,"Min",-1.24454545454545
135,"Min",-1.23272727272727
145,"Min",-1.23
155,"Min",-1.22818181818182
165,"Min",-1.23
175,"Min",-1.23090909090909
185,"Min",-1.23363636363636
195,"Min",-1.25818181818182
