"position.disgap","Type","LateralAcc"
145,"P85",0.942950560672895
155,"P85",0.942526200733443
165,"P85",1.12463540139377
175,"P85",1.13031675828311
185,"P85",1.12991045497013
195,"P85",4.83294310016904
-195,"Median",1.83469111360857
-185,"Median",1.85605141603855
-175,"Median",0.916893864578705
-165,"Median",5.48852535165335
-155,"Median",1.82899681202852
-145,"Median",0.00338526131588942
-135,"Median",1.88080993634379
-125,"Median",5.49180445384006
-115,"Median",1.83167527992861
-105,"Median",5.49253529339991
-95,"Median",1.87339005298378
-85,"Median",5.52490646286516
-75,"Median",1.87267625504438
-65,"Median",1.97036183551718
-55,"Median",1.96870389326429
-45,"Median",5.55869987086565
-35,"Median",1.95772765322343
-25,"Median",5.50732542283442
-15,"Median",1.100353319642
-5,"Median",0.93003409049085
5,"Median",0.927927235490698
15,"Median",0.916724684958566
25,"Median",0.837465963607247
35,"Median",0.925792820078396
45,"Median",0.833429710607686
55,"Median",0.834344127361512
65,"Median",0.922806216645784
75,"Median",0.921531270685685
85,"Median",0.831185988952364
95,"Median",0.919887387621416
105,"Median",0.911299939114588
115,"Median",0.928384164752255
125,"Median",0.922734442975612
135,"Median",0.922719140900953
145,"Median",0.921320007366695
155,"Median",0.919528513618203
165,"Median",0.909175330234305
175,"Median",0.926475546428205
185,"Median",0.793802589314884
195,"Median",4.53247970437576
-195,"Avg",4.64650583634942
-185,"Avg",2.89568370965642
-175,"Avg",1.67383624132748
-165,"Avg",3.88637965251087
-155,"Avg",2.03165856462464
-145,"Avg",1.3860716485758
-135,"Avg",2.4700281277738
-125,"Avg",4.08969199299664
-115,"Avg",1.57048766182665
-105,"Avg",5.73427152804047
-95,"Avg",4.60120924454879
-85,"Avg",4.78193753401181
-75,"Avg",4.95197404588618
-65,"Avg",3.53552527114726
-55,"Avg",3.34759681105704
-45,"Avg",4.88304743788761
-35,"Avg",3.10596322626051
-25,"Avg",4.00126403595834
-15,"Avg",2.11061589396589
-5,"Avg",1.0268284535384
5,"Avg",0.90905003226706
15,"Avg",0.9170317045882
25,"Avg",0.806607245767737
35,"Avg",0.933902820094824
45,"Avg",2.1394349200173
55,"Avg",1.22231657160705
65,"Avg",0.972793740558026
75,"Avg",2.6637917037742
85,"Avg",2.37432129470719
95,"Avg",0.904597099188981
105,"Avg",0.877993736174242
115,"Avg",1.00206713143201
125,"Avg",1.81844473259031
135,"Avg",1.09581012216786
145,"Avg",0.927790856276987
155,"Avg",0.926118021272565
165,"Avg",0.964453566039506
175,"Avg",0.991639652927563
185,"Avg",0.938800912422961
195,"Avg",4.41242501076652
-195,"Min",0.925132302638838
-185,"Min",7.28253290789254e-05
-175,"Min",0.000283787601236893
-165,"Min",0.926564645890475
-155,"Min",0
-145,"Min",0
-135,"Min",1.11100667384824
-125,"Min",1.87918929475159
-115,"Min",1.11118505831989
-105,"Min",1.84395406547665
-95,"Min",1.83199318955503
-85,"Min",1.40372456669116
-75,"Min",1.84084191084036
-65,"Min",1.83908192952784
-55,"Min",1.83756483097572
-45,"Min",1.83787146737388
-35,"Min",1.11839746117614
-25,"Min",1.38242221079252
-15,"Min",0.795251591008706
-5,"Min",0.9168455870291
5,"Min",0.786511167989605
15,"Min",0.795936754175227
25,"Min",0.553678776829658
35,"Min",0.915652999203889
45,"Min",0.784734610677964
55,"Min",0.79179718973948
65,"Min",0.783648875475689
75,"Min",0.619305265748612
85,"Min",0.784272726339655
95,"Min",0.792214631121376
105,"Min",0.788679438950759
115,"Min",0.503523950143927
125,"Min",0.796651471397609
135,"Min",0.780745208708023
145,"Min",0.910556284591345
155,"Min",0.908447367112042
165,"Min",0.78942101461803
175,"Min",0.779202321131729
185,"Min",0.77807557090559
195,"Min",3.88366336309476
