"position.disgap","Type","Steering"
135,"Avg",-0.00231309523809524
145,"Avg",-0.00300808913308913
155,"Avg",-0.0030765873015873
165,"Avg",-0.00233239858906526
175,"Avg",-0.000888461538461538
185,"Avg",0.000506868131868132
195,"Avg",-0.000121250508750509
-195,"Min",-0.00671428571428571
-185,"Min",-0.0060952380952381
-175,"Min",-0.00593333333333333
-165,"Min",-0.00482608695652174
-155,"Min",-0.00564705882352941
-145,"Min",-0.00986666666666667
-135,"Min",-0.001
-125,"Min",-0.001
-115,"Min",-0.00181818181818182
-105,"Min",-0.00527272727272727
-95,"Min",-0.00595652173913044
-85,"Min",-0.00166666666666667
-75,"Min",-0.00254545454545455
-65,"Min",-0.00782608695652174
-55,"Min",-0.00457142857142857
-45,"Min",-0.004
-35,"Min",-0.003
-25,"Min",-0.002875
-15,"Min",-0.0070625
-5,"Min",-0.00521428571428571
5,"Min",-0.005625
15,"Min",-0.00795652173913044
25,"Min",-0.00691304347826087
35,"Min",-0.000958333333333333
45,"Min",-0.003
55,"Min",-0.00072
65,"Min",-0.00141666666666667
75,"Min",-0.004
85,"Min",-0.00428571428571429
95,"Min",-0.00776
105,"Min",-0.008
115,"Min",-0.0061
125,"Min",-0.005
135,"Min",-0.00867857142857143
145,"Min",-0.00879166666666667
155,"Min",-0.0111428571428571
165,"Min",-0.0072962962962963
175,"Min",-0.0056
185,"Min",-0.007
195,"Min",-0.00444444444444444
