"position.disgap","Type","AvgLongitudinalSpeed"
-185,"Avg",80.960779134403
-175,"Avg",81.1093501802692
-165,"Avg",81.2088449992902
-155,"Avg",81.2751056239913
-145,"Avg",81.2897168428448
-135,"Avg",81.218533993985
-125,"Avg",81.0571699328983
-115,"Avg",80.8815312061377
-105,"Avg",80.5017089169867
-95,"Avg",79.7744713096181
-85,"Avg",78.6566611430428
-75,"Avg",77.2265300514041
-65,"Avg",75.6277020407434
-55,"Avg",74.0833533992046
-45,"Avg",72.7297138917245
-35,"Avg",71.2061194875584
-25,"Avg",69.2778464994063
-15,"Avg",67.0474448835878
-5,"Avg",65.1286987718714
5,"Avg",63.046416535857
15,"Avg",61.4036930361588
25,"Avg",59.6578772346384
35,"Avg",57.5622054805653
45,"Avg",55.5664573577964
55,"Avg",53.6916467393628
65,"Avg",52.1224246765503
75,"Avg",51.0299986134255
85,"Avg",50.8528472843943
95,"Avg",50.6227271404239
105,"Avg",50.0335051678094
115,"Avg",48.8121968053271
125,"Avg",47.4936239604452
135,"Avg",46.9567140973856
145,"Avg",46.1307963013058
155,"Avg",45.3940621708462
165,"Avg",45.2673180774378
175,"Avg",45.3470103130046
185,"Avg",45.4994124668482
195,"Avg",45.7265546713154
-195,"Min",78.4875452363987
-185,"Min",79.0032599336623
-175,"Min",79.3367741449744
-165,"Min",78.9929146050794
-155,"Min",78.6651662570827
-145,"Min",78.3196254537884
-135,"Min",77.9721501176776
-125,"Min",77.6267309521924
-115,"Min",77.2799216539446
-105,"Min",76.9399931068063
-95,"Min",76.585357460588
-85,"Min",76.2471731474525
-75,"Min",73.1369486492592
-65,"Min",68.6555808619854
-55,"Min",64.828752968
-45,"Min",61.0259977771766
-35,"Min",56.906124695626
-25,"Min",52.421053157677
-15,"Min",48.0819185829584
-5,"Min",47.2653397427155
5,"Min",47.0259987408658
15,"Min",47.0399013041017
25,"Min",47.2920905521163
35,"Min",47.7121290581183
45,"Min",47.6985814988919
55,"Min",47.5609980419718
65,"Min",45.9084684569301
75,"Min",40.3560856184258
85,"Min",39.7485199505222
95,"Min",40.348679064655
105,"Min",41.0823021907221
115,"Min",41.4049374988587
125,"Min",41.0734184662441
135,"Min",40.7149466043427
145,"Min",40.3571921030778
155,"Min",39.3303868380419
165,"Min",39.0645556262276
175,"Min",39.5934771084926
185,"Min",40.3287339754055
195,"Min",41.0477714387034
