"position.disgap","Type","AvgLateralSpeed"
-145,"Min",-0.134141527142148
-135,"Min",-0.133370540782703
-125,"Min",-0.132516701005956
-115,"Min",-0.1315558168996
-105,"Min",-0.19109916787905
-95,"Min",-0.356174594015638
-85,"Min",-0.547933499035643
-75,"Min",-0.718043295112632
-65,"Min",-0.409610172650773
-55,"Min",-0.406677481518418
-45,"Min",0.214458485969465
-35,"Min",0.186558395508308
-25,"Min",-0.0505368080576371
-15,"Min",-0.972968070953786
-5,"Min",-1.86140280625204
5,"Min",-1.88146632351241
15,"Min",-1.95116292555698
25,"Min",-2.62675364476711
35,"Min",-2.70628057839612
45,"Min",-1.81885254133144
55,"Min",-0.994139257138576
65,"Min",-0.577575546069004
75,"Min",-0.790703787845667
85,"Min",-1.3899801381974
95,"Min",-1.24508331504828
105,"Min",-1.10802938004976
115,"Min",-1.16745012372043
125,"Min",-1.16082952722549
135,"Min",-1.1531769160891
145,"Min",-0.918547503548083
155,"Min",-0.82915783030511
165,"Min",-0.918989425939312
175,"Min",-1.13216246535596
185,"Min",-1.07875561100371
195,"Min",-0.784298935777771
