"position.disgap","Type","MedianLateralSpeed"
-175,"Avg",-0.0770088182140153
-165,"Avg",-0.0126251231655885
-155,"Avg",-0.0508480062798134
-145,"Avg",0.0106363097664046
-135,"Avg",-0.0303157607426479
-125,"Avg",-0.0158308805244981
-115,"Avg",-0.0512225976998668
-105,"Avg",-0.0100421643179709
-95,"Avg",-0.141336650829003
-85,"Avg",-0.149446560909412
-75,"Avg",-0.11695402321066
-65,"Avg",-0.20951918293585
-55,"Avg",-0.231726054908351
-45,"Avg",-0.182324406539805
-35,"Avg",-0.217858604310043
-25,"Avg",-0.159941876605053
-15,"Avg",-0.0932358081549967
-5,"Avg",-0.0321567387972087
5,"Avg",-0.0617618627921732
15,"Avg",-0.121368407536051
25,"Avg",-0.0711496770036514
35,"Avg",-0.0208733607079456
45,"Avg",-0.0153254046238927
55,"Avg",-0.0713691603047505
65,"Avg",-0.038699901606839
75,"Avg",-0.0606971326870228
85,"Avg",-0.167547057179143
95,"Avg",-0.125617738840823
105,"Avg",-0.162758234688069
115,"Avg",-0.109601130356897
125,"Avg",-0.110310455179813
135,"Avg",-0.0683567168811167
145,"Avg",-0.00643202128524945
155,"Avg",-0.050497087445901
165,"Avg",-0.0320027866014162
175,"Avg",0.0468640023663902
185,"Avg",0.080438026114652
195,"Avg",0.0594657628923324
-195,"Min",-0.287501209837016
-185,"Min",-0.342282782855835
-175,"Min",-0.397173478993849
-165,"Min",-0.195584233710935
-155,"Min",-0.154464028909626
-145,"Min",-0.178381388588289
-135,"Min",-0.232428614736932
-125,"Min",-0.219277303655303
-115,"Min",-0.158505852562444
-105,"Min",-0.130421360021614
-95,"Min",-0.400659438155692
-85,"Min",-0.346018814313407
-75,"Min",-0.291019440409395
-65,"Min",-0.460605377938599
-55,"Min",-0.433367004306235
-45,"Min",-0.379292412809245
-35,"Min",-0.334561940836523
-25,"Min",-0.278281300829937
-15,"Min",-0.215607072671999
-5,"Min",-0.137353148289885
5,"Min",-0.332997688200414
15,"Min",-0.284562663610306
25,"Min",-0.228401985839945
35,"Min",-0.195892860638691
45,"Min",-0.190650945184822
55,"Min",-0.163025678020847
65,"Min",-0.0820253744406708
75,"Min",-0.253183933570906
85,"Min",-0.230605506689548
95,"Min",-0.202365495308318
105,"Min",-0.377373245556618
115,"Min",-0.320844229165738
125,"Min",-0.349611836521917
135,"Min",-0.321274666036893
145,"Min",-0.236266589950667
155,"Min",-0.179572629904245
165,"Min",-0.122910349072958
175,"Min",0.0462892994632073
185,"Min",-0.00963134407703318
195,"Min",-0.183271078568489
