"position.disgap","Type","MedianLateralSpeed"
95,"P85",-0.141092946806699
105,"P85",-0.0973468239505537
115,"P85",-0.0618717044908332
125,"P85",-0.0226886385054645
135,"P85",0.130777356696556
145,"P85",0.16171512496094
155,"P85",-0.0162212848216572
165,"P85",-0.214918008300432
175,"P85",-0.153335419439769
185,"P85",-0.0848889410787459
195,"P85",0.0726362686562182
-195,"Median",-0.0599085610467874
-185,"Median",-0.0295867245226597
-175,"Median",-0.0631393045480675
-165,"Median",-0.0894326713616423
-155,"Median",0.00986638658182746
-145,"Median",0.0139798768121134
-135,"Median",-0.0261987186516344
-125,"Median",0.0250766354350205
-115,"Median",0.0118746373101985
-105,"Median",-0.0226769515868687
-95,"Median",0.000448431345542957
-85,"Median",-0.170561386287148
-75,"Median",-0.12987316468802
-65,"Median",-0.0894156690438446
-55,"Median",-0.0564640280945773
-45,"Median",0.0223115333591367
-35,"Median",0.107686010427919
-25,"Median",0.122819385313878
-15,"Median",-0.0172308704256936
-5,"Median",-0.0852441489022509
5,"Median",-0.439104341941115
15,"Median",-0.645594137958538
25,"Median",-1.25610458252956
35,"Median",-1.08407794007977
45,"Median",-1.1153504221565
55,"Median",-1.095271673421
65,"Median",-0.53495628124875
75,"Median",-0.425699380927387
85,"Median",-0.383513028390124
95,"Median",-0.399840177420939
105,"Median",-0.353125729351165
115,"Median",-0.387717958674719
125,"Median",-0.362808136680783
135,"Median",-0.495980483398107
145,"Median",-0.534402350234244
155,"Median",-0.584215376608262
165,"Median",-0.556612895500305
175,"Median",-0.435757432255087
185,"Median",-0.227863044675111
195,"Median",-0.159947659206142
-195,"Avg",-0.0836259516261528
-185,"Avg",-0.0574351201770759
-175,"Avg",-0.0665431503909754
-165,"Avg",-0.0849885481782007
-155,"Avg",-0.0240841931816024
-145,"Avg",0.0293483394707438
-135,"Avg",-0.040145068082945
-125,"Avg",-0.0182999614991493
-115,"Avg",0.00800259504714169
-105,"Avg",-0.0310569793640559
-95,"Avg",-0.0891644218609159
-85,"Avg",-0.193039588436857
-75,"Avg",-0.152203022499021
-65,"Avg",-0.149602758302397
-55,"Avg",-0.137766125024866
-45,"Avg",-0.0434278667711856
-35,"Avg",-0.0245088062327028
-25,"Avg",-0.0757740687031964
-15,"Avg",-0.197726271448617
-5,"Avg",-0.242532688796357
5,"Avg",-0.565294560652235
15,"Avg",-0.707953349297572
25,"Avg",-1.05217749302823
35,"Avg",-0.896078750557683
45,"Avg",-1.12228043375426
55,"Avg",-1.0796031968529
65,"Avg",-0.574759980654224
75,"Avg",-0.476580415423053
85,"Avg",-0.420090469618659
95,"Avg",-0.405721126023455
105,"Avg",-0.382823978729662
115,"Avg",-0.405158871717443
125,"Avg",-0.424023276948595
135,"Avg",-0.473681629615883
145,"Avg",-0.547525754633672
155,"Avg",-0.590770434989873
165,"Avg",-0.58260621392527
175,"Avg",-0.454957770870194
185,"Avg",-0.242235790301201
195,"Avg",-0.157856013956807
-195,"Min",-0.304042960754132
-185,"Min",-0.364448786955168
-175,"Min",-0.36386621401527
-165,"Min",-0.313929467065266
-155,"Min",-0.19392405543747
-145,"Min",-0.0948924179038191
-135,"Min",-0.175276497114177
-125,"Min",-0.124587248316272
-115,"Min",-0.0759943118380441
-105,"Min",-0.211747217389958
-95,"Min",-0.413788304332495
-85,"Min",-0.774306633925172
-75,"Min",-0.757869823945358
-65,"Min",-0.742484882666036
-55,"Min",-0.699488830519717
-45,"Min",-0.483617593339572
-35,"Min",-0.387577909584727
-25,"Min",-0.632985359291874
-15,"Min",-0.779254349741139
-5,"Min",-0.876215330428771
5,"Min",-1.14639132219828
15,"Min",-1.64718947112304
25,"Min",-1.42593566799179
35,"Min",-1.45784014958979
45,"Min",-1.4594973161465
55,"Min",-1.4458018288709
65,"Min",-0.928461027149555
75,"Min",-0.797361657041712
85,"Min",-0.754835715010195
95,"Min",-0.775187358475397
105,"Min",-0.793310892293187
115,"Min",-0.976610250252158
125,"Min",-1.26613985141501
135,"Min",-1.47385677263126
145,"Min",-1.77743835514003
155,"Min",-1.74971328389522
165,"Min",-1.34246126034372
175,"Min",-0.937174451194049
185,"Min",-0.796253998339693
195,"Min",-0.638618667795125
