"position.disgap","Type","LateralAccRate"
35,"Median",841.240453510476
45,"Median",1104.15871868097
55,"Median",1166.23469753391
65,"Median",252.238439080198
75,"Median",245.975086898179
85,"Median",378.437184837737
95,"Median",252.158576621788
105,"Median",583.588747197976
115,"Median",504.914521708376
125,"Median",252.310400933303
135,"Median",370.149571128113
145,"Median",378.423257611003
155,"Median",1157.39189528641
165,"Median",250.157147037423
175,"Median",246.579137135534
185,"Median",251.655050853457
195,"Median",1507.60261055557
-195,"Avg",1257.64766867966
-185,"Avg",1136.43061286236
-175,"Avg",1164.01081475768
-165,"Avg",576.082020900041
-155,"Avg",556.203793376347
-145,"Avg",435.788676070965
-135,"Avg",197.71660891551
-125,"Avg",552.641254912361
-115,"Avg",243.87044759386
-105,"Avg",1083.89865710599
-95,"Avg",1233.67893023807
-85,"Avg",520.997505803245
-75,"Avg",540.639865637282
-65,"Avg",978.867555527852
-55,"Avg",675.233185551489
-45,"Avg",766.985868761195
-35,"Avg",432.539053897115
-25,"Avg",841.72784109353
-15,"Avg",570.430652159481
-5,"Avg",364.731526875493
5,"Avg",756.996737797235
15,"Avg",750.413345268395
25,"Avg",609.624666939846
35,"Avg",877.81599506353
45,"Avg",953.581903398079
55,"Avg",859.901138495608
65,"Avg",479.926655865498
75,"Avg",1152.80651794727
85,"Avg",743.373414992742
95,"Avg",607.799741946992
105,"Avg",719.610675945036
115,"Avg",842.274600424134
125,"Avg",396.434440579424
135,"Avg",740.974560163245
145,"Avg",809.427940243834
155,"Avg",1217.48531926506
165,"Avg",435.609841258981
175,"Avg",394.471759726046
185,"Avg",628.493489601055
195,"Avg",1434.96182701656
-195,"Min",121.233159331907
-185,"Min",548.036482696638
-175,"Min",217.954118742382
-165,"Min",124.491184513694
-155,"Min",124.53421799552
-145,"Min",119.467547513722
-135,"Min",91.4816230092201
-125,"Min",120.117021748368
-115,"Min",121.823302314828
-105,"Min",125.131839369685
-95,"Min",414.914131344128
-85,"Min",93.7970796239545
-75,"Min",121.254549533904
-65,"Min",120.801818996038
-55,"Min",186.329177677377
-45,"Min",159.931706967776
-35,"Min",93.2179906035947
-25,"Min",219.484238227234
-15,"Min",164.990935509986
-5,"Min",122.233842017333
5,"Min",122.153333706926
15,"Min",224.941987727304
25,"Min",244.426077286016
35,"Min",125.390171462713
45,"Min",188.16308922911
55,"Min",219.562729584742
65,"Min",140.021686673715
75,"Min",124.627292185413
85,"Min",92.2643460135113
95,"Min",246.074453970546
105,"Min",123.173095331761
115,"Min",124.892145668363
125,"Min",93.7040114994433
135,"Min",187.427589726119
145,"Min",249.788815561323
155,"Min",246.524088016355
165,"Min",123.271937785437
175,"Min",126.044682926185
185,"Min",137.739521155753
195,"Min",323.687026030937
