"position.disgap","Type","P85LateralSpeed"
-5,"Avg",-0.0321170236085436
5,"Avg",0.0172373169710024
15,"Avg",-0.0588278234685206
25,"Avg",-0.0432834122395506
35,"Avg",0.00144157412822364
45,"Avg",-0.0097665309878944
55,"Avg",-0.0106526018133481
65,"Avg",-0.0330417511898534
75,"Avg",-0.00364897953126635
85,"Avg",-0.078318175733383
95,"Avg",-0.0976041827909268
105,"Avg",-0.0992435684732145
115,"Avg",-0.0843471782506075
125,"Avg",-0.101943485475366
135,"Avg",-0.0458314993600661
145,"Avg",0.015860934011771
155,"Avg",0.0098722057002225
165,"Avg",-0.0173968911029901
175,"Avg",0.0628463250209089
185,"Avg",0.0972170452665323
195,"Avg",0.135502135558465
-195,"Min",-0.26016334190479
-185,"Min",-0.314916606628916
-175,"Min",-0.369776577775248
-165,"Min",-0.103676622347424
-155,"Min",-0.127041460258316
-145,"Min",-0.178299516040585
-135,"Min",-0.232290850264389
-125,"Min",-0.205850753994494
-115,"Min",-0.158452922195187
-105,"Min",-0.102320916532608
-95,"Min",-0.373212181358107
-85,"Min",-0.339382434234487
-75,"Min",-0.287535088578674
-65,"Min",-0.260469357829096
-55,"Min",-0.406318207487187
-45,"Min",-0.35201249630436
-35,"Min",-0.306479666076302
-25,"Min",-0.250208163966485
-15,"Min",-0.193784516144233
-5,"Min",-0.137308089695923
5,"Min",-0.106026522148394
15,"Min",-0.256467731452972
25,"Min",-0.200283133190269
35,"Min",-0.172089038621457
45,"Min",-0.190560805732162
55,"Min",-0.135448857758906
65,"Min",-0.0813573347107517
75,"Min",-0.0526260722019515
85,"Min",-0.230550877447709
95,"Min",-0.174083645999539
105,"Min",-0.349073092695028
115,"Min",-0.292612949305224
125,"Min",-0.349548873494502
135,"Min",-0.292908317538918
145,"Min",-0.236232847441091
155,"Min",-0.179572629904245
165,"Min",-0.105879245114874
175,"Min",0.0465176284090218
185,"Min",-0.00962959896042655
195,"Min",0.0136611863634164
