"position.disgap","Type","AvgLateralSpeed"
-155,"Median",-0.00512169492788887
-145,"Median",-0.00511737875006022
-135,"Median",-0.11013814686229
-125,"Median",-0.00587453080934693
-115,"Median",-0.00457688211460576
-105,"Median",0.121100570849318
-95,"Median",0.0183753332222471
-85,"Median",-0.0866337873070604
-75,"Median",-0.0110891664905639
-65,"Median",0.0586003795620821
-55,"Median",0.0988658211987646
-45,"Median",0.0987236265756688
-35,"Median",0.0985802856735112
-25,"Median",0.165998435357695
-15,"Median",0.252104244519741
-5,"Median",0.187727879639646
5,"Median",0.163144925900047
15,"Median",0.0263254178160666
25,"Median",-0.0223537871940204
35,"Median",-0.0475779589046617
45,"Median",-0.0996248669970316
55,"Median",-0.133244946671198
65,"Median",-0.156654976491364
75,"Median",-0.149147472147118
85,"Median",-0.179032901954303
95,"Median",-0.131155296420136
105,"Median",-0.105585844553118
115,"Median",-0.0268832438674426
125,"Median",0.0722886664013856
135,"Median",0.12749182916095
145,"Median",0.0992218295757164
155,"Median",0.0246947695097802
165,"Median",-0.0758912033168901
175,"Median",-0.154017524499725
185,"Median",-0.143128974094879
195,"Median",-0.0314788422975465
-195,"Avg",-0.041252231318564
-185,"Avg",-0.0493203142482436
-175,"Avg",-0.0568815750911525
-165,"Avg",-0.00878504695852676
-155,"Avg",-0.0135804010872094
-145,"Avg",-0.0789578331220598
-135,"Avg",-0.113662633825612
-125,"Avg",0.030606909338177
-115,"Avg",0.0585290668485972
-105,"Avg",0.127639379432489
-95,"Avg",0.097371310482309
-85,"Avg",0.107417001183298
-75,"Avg",0.163440715099889
-65,"Avg",0.256593678485052
-55,"Avg",0.327950717007882
-45,"Avg",0.335797635512037
-35,"Avg",0.320586916896866
-25,"Avg",0.352572928488547
-15,"Avg",0.281938848066879
-5,"Avg",0.288738503754568
5,"Avg",0.294536342699298
15,"Avg",0.123534893756607
25,"Avg",-0.0140069884842079
35,"Avg",-0.0607902996482494
45,"Avg",-0.145187809215647
55,"Avg",-0.163966482756144
65,"Avg",-0.165592819708987
75,"Avg",-0.146786310445574
85,"Avg",-0.169336885410622
95,"Avg",-0.116965170458543
105,"Avg",-0.0985711269398339
115,"Avg",-0.0558408232333358
125,"Avg",0.070450335769843
135,"Avg",0.00859319643424156
145,"Avg",-0.0285351094476738
155,"Avg",0.00553066974082899
165,"Avg",-0.0822238168580348
175,"Avg",-0.169038152760176
185,"Avg",-0.165315226076762
195,"Avg",-0.0910148913328537
-195,"Min",-0.221142934142557
-185,"Min",-0.148462510485585
-175,"Min",-0.210674272285752
-165,"Min",-0.269746503144102
-155,"Min",-0.269974864971085
-145,"Min",-0.270129128125454
-135,"Min",-0.270312346098743
-125,"Min",-0.164427154990572
-115,"Min",-0.250273391223147
-105,"Min",-0.251526037636589
-95,"Min",-0.252675088261799
-85,"Min",-0.25387911663828
-75,"Min",-0.255024768013319
-65,"Min",-0.138868463130451
-55,"Min",-0.0053877637187954
-45,"Min",-0.00535892412374371
-35,"Min",-0.00532978062681871
-25,"Min",-0.00476995960680246
-15,"Min",-0.00476041647693907
-5,"Min",-0.00474955929583353
5,"Min",-0.145039645328216
15,"Min",-0.161892402699567
25,"Min",-0.320568162611292
35,"Min",-0.306055061968587
45,"Min",-0.398898196048156
55,"Min",-0.360802154481198
65,"Min",-0.278322674039984
75,"Min",-0.224735309545764
85,"Min",-0.425732360505416
95,"Min",-0.459924533072933
105,"Min",-0.578322952554488
115,"Min",-0.700185958256344
125,"Min",-0.744463104288937
135,"Min",-0.623101051300617
145,"Min",-0.656442441132612
155,"Min",-0.390619990574245
165,"Min",-0.333388402427071
175,"Min",-0.332215597356212
185,"Min",-0.369033537940032
195,"Min",-0.622889782031596
