"position.disgap","Type","MedianLongitudinalSpeed"
-115,"Median",76.0508558085565
-105,"Median",75.6176404029742
-95,"Median",75.1208331179219
-85,"Median",74.6659203712469
-75,"Median",74.1799724378407
-65,"Median",73.7953446740008
-55,"Median",73.0267304982561
-45,"Median",72.3905496167126
-35,"Median",69.707143028007
-25,"Median",66.4870772458135
-15,"Median",65.9740093633195
-5,"Median",65.3530610573893
5,"Median",64.9994631562889
15,"Median",65.0400282403201
25,"Median",65.2468966109598
35,"Median",65.571889554568
45,"Median",65.7860871629137
55,"Median",65.5483745414795
65,"Median",65.1792411471001
75,"Median",64.821622199469
85,"Median",64.4756020099611
95,"Median",64.5080536517677
105,"Median",64.89634881845
115,"Median",65.2318416395375
125,"Median",65.6490055404503
135,"Median",66.0019513165038
145,"Median",66.7084050399434
155,"Median",67.2445057840038
165,"Median",68.0896749452796
175,"Median",68.8616654543286
185,"Median",69.8583495202262
195,"Median",70.6820191964419
-195,"Avg",80.726192226473
-185,"Avg",80.5954732343024
-175,"Avg",80.2286880148374
-165,"Avg",79.2070837925943
-155,"Avg",78.0085624131072
-145,"Avg",76.7260327100051
-135,"Avg",75.9414374912918
-125,"Avg",75.4217482436954
-115,"Avg",74.925814260792
-105,"Avg",74.3060891459465
-95,"Avg",73.4928991485916
-85,"Avg",72.8150831304967
-75,"Avg",72.0529389292674
-65,"Avg",71.5101308925308
-55,"Avg",70.9501198663687
-45,"Avg",70.7195826209114
-35,"Avg",69.8580607136283
-25,"Avg",68.7969589173483
-15,"Avg",68.6437943325216
-5,"Avg",68.561275788036
5,"Avg",68.7198473669918
15,"Avg",68.8498958735662
25,"Avg",68.8704992299673
35,"Avg",68.890256388009
45,"Avg",68.7667984815153
55,"Avg",68.4623111113473
65,"Avg",68.164358142555
75,"Avg",68.0594620829702
85,"Avg",67.9443451872977
95,"Avg",68.104348049995
105,"Avg",68.3518141242924
115,"Avg",68.4718790833585
125,"Avg",68.6279268305058
135,"Avg",68.9597985300354
145,"Avg",69.4067976417525
155,"Avg",69.8171733762867
165,"Avg",70.319910120783
175,"Avg",70.6681999324584
185,"Avg",70.8532356760503
195,"Avg",70.9885038890039
-195,"Min",75.4244432322477
-185,"Min",75.0635542083324
-175,"Min",73.1739987121376
-165,"Min",68.8907633566796
-155,"Min",64.1597632940523
-145,"Min",60.12955418314
-135,"Min",59.2290582508409
-125,"Min",59.5277176310754
-115,"Min",60.1575739476114
-105,"Min",59.9129515426658
-95,"Min",59.5557058333897
-85,"Min",59.1992542369595
-75,"Min",59.003432192769
-65,"Min",59.2883987806898
-55,"Min",58.4529307668256
-45,"Min",57.8793562802843
-35,"Min",57.5244751141084
-25,"Min",57.2429493606815
-15,"Min",56.990348587862
-5,"Min",56.636326019095
5,"Min",56.5586967580955
15,"Min",56.3056723256842
25,"Min",55.9242474509662
35,"Min",55.5839988471107
45,"Min",55.1867727170531
55,"Min",54.8476332780063
65,"Min",54.7741999496946
75,"Min",55.9476197223781
85,"Min",56.885716254435
95,"Min",56.5037619007854
105,"Min",56.1275072203419
115,"Min",55.7492467369338
125,"Min",55.5802404910931
135,"Min",56.9123716546777
145,"Min",58.1549741402079
155,"Min",59.4371122876645
165,"Min",60.771885482673
175,"Min",61.4558639193261
185,"Min",61.1255717510801
195,"Min",60.8707607380089
