"position.disgap","Type","MaxLateralSpeed"
-145,"Avg",-0.0474812903994126
-135,"Avg",-0.0756373474301832
-125,"Avg",-0.0192829510875405
-115,"Avg",-0.0145043160136465
-105,"Avg",0.0973543785191029
-95,"Avg",0.146122638361858
-85,"Avg",0.202232047399055
-75,"Avg",0.258088737912544
-65,"Avg",0.32166851419215
-55,"Avg",0.240592217612488
-45,"Avg",0.219157475236891
-35,"Avg",0.2041154366863
-25,"Avg",0.188251658766929
-15,"Avg",0.149404796122118
-5,"Avg",0.0615424544706112
5,"Avg",0.0628672923708257
15,"Avg",0.0210683390026599
25,"Avg",-0.0428593289374721
35,"Avg",-0.0284439964184827
45,"Avg",0.0572927180483162
55,"Avg",0.0454071895536426
65,"Avg",0.0454405734615569
75,"Avg",0.0559784312384368
85,"Avg",0.146486704571869
95,"Avg",0.12226331672071
105,"Avg",0.172804597549019
115,"Avg",0.15199170514381
125,"Avg",0.108753917007195
135,"Avg",0.118443675802247
145,"Avg",0.162782907504647
155,"Avg",0.120737705991871
165,"Avg",0.119919713706177
175,"Avg",0.135467368065927
185,"Avg",0.135394507172422
195,"Avg",0.147272112366688
-195,"Min",0.0501176165585691
-185,"Min",0.0212822500497508
-175,"Min",-0.0368295966352828
-165,"Min",-0.0964418733397782
-155,"Min",-0.15598700800968
-145,"Min",-0.215320155148279
-135,"Min",-0.244750962667574
-125,"Min",-0.185130850181701
-115,"Min",-0.125627841033014
-105,"Min",-0.0620302811643251
-95,"Min",-0.360856762544102
-85,"Min",-0.278621373689076
-75,"Min",0.00702375825460775
-65,"Min",0.186392669765823
-55,"Min",0.217483225856277
-45,"Min",-0.0595714929333445
-35,"Min",-0.00363298774636222
-25,"Min",0.0514890266711647
-15,"Min",0.0790113409249507
-5,"Min",-0.0959364116892763
5,"Min",-0.0424590159690632
15,"Min",-0.242197463981395
25,"Min",-0.214023160317711
35,"Min",-0.208163856792552
45,"Min",-0.160414292385702
55,"Min",-0.152457216900669
65,"Min",-0.297386051415365
75,"Min",-0.242192667728282
85,"Min",-0.186229879846044
95,"Min",-0.130843128991003
105,"Min",-0.0480639076124105
115,"Min",0.00698426666273832
125,"Min",0.0616300057734277
135,"Min",0.116207467388031
145,"Min",0.143524155925772
155,"Min",-0.0267250061305956
165,"Min",0.0293448202217429
175,"Min",0.0838245138300433
185,"Min",0.111009727366381
195,"Min",-0.107040999559737
