"position.disgap","Type","MinLateralSpeed"
135,"P85",-0.507689730359889
145,"P85",-0.376520391878055
155,"P85",-0.632127528656331
165,"P85",-0.545697104454549
175,"P85",-0.337290743949385
185,"P85",-0.33790010310548
195,"P85",-0.437079345900149
-195,"Median",0.0468336348624911
-185,"Median",-0.0305895194502968
-175,"Median",-0.0636240941435033
-165,"Median",-0.0636675153574818
-155,"Median",-0.0556146359025176
-145,"Median",-0.0633833403670439
-135,"Median",-0.046217192548894
-125,"Median",0.00817144045699951
-115,"Median",0.100060117151239
-105,"Median",0.0159688432333968
-95,"Median",-0.0882393551412128
-85,"Median",-0.195956284688196
-75,"Median",-0.231346897521976
-65,"Median",-0.207405464444423
-55,"Median",0.128496187245975
-45,"Median",0.22576946093966
-35,"Median",0.30797633081817
-25,"Median",-0.151873787833987
-15,"Median",-0.480224390281636
-5,"Median",-1.07233598781356
5,"Median",-0.992245821281946
15,"Median",-0.859372771657585
25,"Median",-0.499413904028404
35,"Median",-0.315708531195231
45,"Median",-0.442220713993915
55,"Median",-0.327002839706683
65,"Median",-0.397490162752187
75,"Median",-0.46797184281408
85,"Median",-0.427816435758924
95,"Median",-0.726443963676606
105,"Median",-1.11153966021637
115,"Median",-1.06966749942903
125,"Median",-0.899763003226058
135,"Median",-0.838679113782166
145,"Median",-0.696651874621468
155,"Median",-0.74206990057671
165,"Median",-0.714055454932063
175,"Median",-0.522589861844868
185,"Median",-0.542898418033306
195,"Median",-0.636619864276198
-195,"Avg",0.0767124285835573
-185,"Avg",-0.0309446959440974
-175,"Avg",-0.128111317402655
-165,"Avg",-0.0588443107887033
-155,"Avg",-0.0412159032473375
-145,"Avg",-0.0470026039216797
-135,"Avg",-0.0129791636549171
-125,"Avg",0.0142676865021524
-115,"Avg",0.0508920112431209
-105,"Avg",-0.0189175681225078
-95,"Avg",-0.15942753814504
-85,"Avg",-0.19119619201457
-75,"Avg",-0.307191624346777
-65,"Avg",-0.259499137198862
-55,"Avg",-0.114563609854021
-45,"Avg",0.249920025624383
-35,"Avg",0.279162025692511
-25,"Avg",-0.0907221443989299
-15,"Avg",-0.722258535063858
-5,"Avg",-1.13399601643265
5,"Avg",-1.06322555246526
15,"Avg",-0.912409051814626
25,"Avg",-0.866596400088473
35,"Avg",-0.753726264904581
45,"Avg",-0.670651974049176
55,"Avg",-0.453512570280356
65,"Avg",-0.41495616825057
75,"Avg",-0.555660334537461
85,"Avg",-0.594204586294859
95,"Avg",-0.777867590092937
105,"Avg",-0.871015484727946
115,"Avg",-0.849388916697168
125,"Avg",-0.87859687524472
135,"Avg",-0.80845690791496
145,"Avg",-0.672830847327818
155,"Avg",-0.743864974072753
165,"Avg",-0.734851155538835
175,"Avg",-0.577821822403183
185,"Avg",-0.547950587785363
195,"Avg",-0.653662514679998
-195,"Min",-0.0702985921721592
-185,"Min",-0.359245212600526
-175,"Min",-0.580371298583056
-165,"Min",-0.356819603564581
-155,"Min",-0.345284488668389
-145,"Min",-0.134619202418312
-135,"Min",-0.133750350775686
-125,"Min",-0.132882059405723
-115,"Min",-0.132013377337896
-105,"Min",-0.304834274020442
-95,"Min",-0.55019412574461
-85,"Min",-0.549569181233336
-75,"Min",-1.08587631254042
-65,"Min",-1.12457792754158
-55,"Min",-0.876014573721874
-45,"Min",-0.0233831086111203
-35,"Min",0.0776302887444256
-25,"Min",-0.359659138693644
-15,"Min",-1.48028715447809
-5,"Min",-1.98730936113507
5,"Min",-1.9564589419592
15,"Min",-2.151999567119
25,"Min",-2.90042233151662
35,"Min",-2.89581030024195
45,"Min",-2.31327545350111
55,"Min",-1.33517002143374
65,"Min",-0.761414046766503
75,"Min",-1.25633598907399
85,"Min",-1.44757328398164
95,"Min",-1.45263169870359
105,"Min",-1.17906197768811
115,"Min",-1.17023385903662
125,"Min",-1.28574119307656
135,"Min",-1.15668760320777
145,"Min",-0.976850002156986
155,"Min",-0.914987587326654
165,"Min",-1.123895317838
175,"Min",-1.14038026338913
185,"Min",-1.15079224079021
195,"Min",-0.967725612602534
