"position.disgap","Type","LongitudinalAcc"
-125,"Avg",-0.604657882035515
-115,"Avg",-0.842434352025111
-105,"Avg",-0.611467422621986
-95,"Avg",-0.536584462858827
-85,"Avg",-0.451689244305664
-75,"Avg",-0.675956763778666
-65,"Avg",-0.523468304678843
-55,"Avg",-0.626215254755358
-45,"Avg",-0.462451246609361
-35,"Avg",-0.448726117541138
-25,"Avg",-0.782987640631713
-15,"Avg",-0.743282937297188
-5,"Avg",-0.271516979092447
5,"Avg",-0.213139845194577
15,"Avg",-0.232791510025164
25,"Avg",-0.44676883319181
35,"Avg",-0.260311250456176
45,"Avg",-0.286811860781142
55,"Avg",-0.263283701732286
65,"Avg",-0.262061434163106
75,"Avg",-0.338556248797394
85,"Avg",-0.2413224606834
95,"Avg",-0.186890829467788
105,"Avg",-0.246841966284573
115,"Avg",-0.369797421670544
125,"Avg",-0.311951457443964
135,"Avg",-0.307366608276283
145,"Avg",-0.234319354824746
155,"Avg",-0.271329155923091
165,"Avg",-0.290068592985513
175,"Avg",-0.288814709826718
185,"Avg",-0.397239061932536
195,"Avg",-0.294714522363762
-195,"Min",-0.625422521404294
-185,"Min",-0.626423845767926
-175,"Min",-0.640457613188966
-165,"Min",-1.87307517142987
-155,"Min",-0.626674963291857
-145,"Min",-0.70103916858592
-135,"Min",-0.626921498971195
-125,"Min",-1.19510308782448
-115,"Min",-1.90749730885816
-105,"Min",-0.938707731097085
-95,"Min",-0.677423223321843
-85,"Min",-0.629685131695581
-75,"Min",-1.87597925339873
-65,"Min",-0.652329638490295
-55,"Min",-0.938132509224818
-45,"Min",-0.718986604165993
-35,"Min",-0.648402536154411
-25,"Min",-1.86699622920542
-15,"Min",-1.86644688422011
-5,"Min",-0.474297921744432
5,"Min",-0.309710771271616
15,"Min",-0.403134568091667
25,"Min",-0.748358174852698
35,"Min",-0.368684472855727
45,"Min",-0.4621216175452
55,"Min",-0.394151052707755
65,"Min",-0.309256585668592
75,"Min",-0.614428927370602
85,"Min",-0.370638474078383
95,"Min",-0.263279415610057
105,"Min",-0.264388872879324
115,"Min",-0.923970298459593
125,"Min",-0.459879038381586
135,"Min",-0.529518106653021
145,"Min",-0.311122581179708
155,"Min",-0.367946643193327
165,"Min",-0.459652254514359
175,"Min",-0.307037760100203
185,"Min",-0.612361054237194
195,"Min",-0.375510470502633
