"position.disgap","Type","LongitudinalAccRate"
65,"Avg",53.0735977701792
75,"Avg",26.9002501749365
85,"Avg",24.2508639816271
95,"Avg",17.0665211497802
105,"Avg",34.0575296989389
115,"Avg",18.7837007844731
125,"Avg",31.298892272756
135,"Avg",28.4115805395039
145,"Avg",29.1992403317088
155,"Avg",26.8385486288898
165,"Avg",24.5572032155265
175,"Avg",15.6993500469435
185,"Avg",45.2267485782539
195,"Avg",78.7642614638897
-195,"Min",6.44340798611026
-185,"Min",9.46078969688519
-175,"Min",9.84853997706714
-165,"Min",8.82946735078881
-155,"Min",6.30788653850094
-145,"Min",8.89534452338137
-135,"Min",9.03092618329142
-125,"Min",8.31380393546829
-115,"Min",6.9387852466771
-105,"Min",8.97360243741238
-95,"Min",6.40587494752097
-85,"Min",7.48662626417472
-75,"Min",10.0549008780374
-65,"Min",13.5853721544861
-55,"Min",12.8821288631864
-45,"Min",10.6023005923377
-35,"Min",18.0168215309095
-25,"Min",11.8595424412543
-15,"Min",9.05203537932456
-5,"Min",13.3183111535375
5,"Min",11.8483695530488
15,"Min",8.39367581307535
25,"Min",8.92923331725356
35,"Min",24.5941784502646
45,"Min",13.2155065876964
55,"Min",6.18189015095275
65,"Min",13.4626637254932
75,"Min",5.44533635732706
85,"Min",13.3049774931264
95,"Min",7.64573131102432
105,"Min",13.4892374968242
115,"Min",10.2043673716915
125,"Min",11.6382557177781
135,"Min",11.6465409347337
145,"Min",13.4667453579316
155,"Min",17.360984862164
165,"Min",10.2921013500427
175,"Min",7.85228902070484
185,"Min",11.3494954123179
195,"Min",21.7782846574898
