"position.disgap","Type","MaxLongitudinalSpeed"
45,"Avg",87.1187547152258
55,"Avg",86.6766197369068
65,"Avg",86.3413676671956
75,"Avg",86.0119913228328
85,"Avg",85.8013780142338
95,"Avg",85.6400325567276
105,"Avg",85.4915564656174
115,"Avg",85.4467969330797
125,"Avg",85.4034166551622
135,"Avg",85.3827084878913
145,"Avg",85.3423889468822
155,"Avg",85.3199203750439
165,"Avg",85.2698872641384
175,"Avg",85.2170361050882
185,"Avg",85.1521657038897
195,"Avg",85.1775166190014
-195,"Min",78.1546178308809
-185,"Min",77.8672751543622
-175,"Min",77.6162989461346
-165,"Min",77.3285347070883
-155,"Min",77.0403743181867
-145,"Min",76.7853367253466
-135,"Min",76.5330404229684
-125,"Min",76.2488482721138
-115,"Min",75.9960069505015
-105,"Min",75.7080069889115
-95,"Min",75.4566940424042
-85,"Min",75.2022910524414
-75,"Min",74.9508994315976
-65,"Min",74.700215317769
-55,"Min",74.4839059245791
-45,"Min",74.3759161590197
-35,"Min",74.2679264081541
-25,"Min",74.1606705791927
-15,"Min",74.0512819649322
-5,"Min",73.9440773367518
5,"Min",73.8365601436216
15,"Min",73.727009643671
25,"Min",73.5828041957622
35,"Min",73.3728715213512
45,"Min",73.1273070756967
55,"Min",72.8889752960863
65,"Min",73.4852033286708
75,"Min",74.5607269027407
85,"Min",75.6016085985152
95,"Min",76.6085375611017
105,"Min",77.5407402950971
115,"Min",78.5105924382313
125,"Min",79.408102771716
135,"Min",80.3079211328983
145,"Min",81.1589532206978
155,"Min",82.0157562006145
165,"Min",82.0786527447982
175,"Min",81.6143148389554
185,"Min",81.1155032214267
195,"Min",80.6138331337357
