"position.disgap","Type","TLC"
-165,"Median",11.3868396591665
-155,"Median",14.0736962331362
-145,"Median",15.2961241659704
-135,"Median",13.8435038826837
-125,"Median",15.8807457280017
-115,"Median",15.2145874833298
-105,"Median",16.2094778483682
-95,"Median",13.070953450762
-85,"Median",19.0234737638415
-75,"Median",13.6019530306041
-65,"Median",9.24025886182823
-55,"Median",6.76596660934983
-45,"Median",7.29814640560385
-35,"Median",6.61415771967723
-25,"Median",18.2157132323022
-15,"Median",4.12085588421416
-5,"Median",2.02890822049378
5,"Median",1.81286745201689
15,"Median",2.53602557599655
25,"Median",4.16724914242774
35,"Median",8.53557902485792
45,"Median",15.3573946153432
55,"Median",12.258645798821
65,"Median",7.25779413424622
75,"Median",4.44936694949304
85,"Median",5.52601392249563
95,"Median",2.3035010223242
105,"Median",1.41351774619678
115,"Median",1.03035442390127
125,"Median",2.93023606407788
135,"Median",2.69142936888398
145,"Median",2.56795811651944
155,"Median",2.5973035586362
165,"Median",3.70402587058055
175,"Median",5.30644064221108
185,"Median",4.76901837965352
195,"Median",3.61715024752593
-195,"Avg",12.2328900593518
-185,"Avg",10.8114368519061
-175,"Avg",10.4989459562466
-165,"Avg",10.9959189106633
-155,"Avg",16.4539691057872
-145,"Avg",20.0373845582356
-135,"Avg",19.6911077632785
-125,"Avg",16.9630786451224
-115,"Avg",16.6941413829458
-105,"Avg",19.6967963838871
-95,"Avg",15.7047378330529
-85,"Avg",19.8297281986635
-75,"Avg",14.7150185159606
-65,"Avg",10.0975793536763
-55,"Avg",7.28211567927538
-45,"Avg",8.27742548857322
-35,"Avg",7.93770814787047
-25,"Avg",18.5850340772084
-15,"Avg",5.75648814889869
-5,"Avg",1.88992496211697
5,"Avg",17.0924749387294
15,"Avg",4.16034646232569
25,"Avg",4.81942124188456
35,"Avg",47.7912016760764
45,"Avg",89.1339095933963
55,"Avg",128.741175198577
65,"Avg",51.4370908048977
75,"Avg",47.9453802961676
85,"Avg",4.97045153197208
95,"Avg",55.2988813354858
105,"Avg",2.41886458012625
115,"Avg",1.51771982694881
125,"Avg",2.66183143799793
135,"Avg",2.38739670302263
145,"Avg",2.29288104089116
155,"Avg",2.475372175861
165,"Avg",3.76466136649599
175,"Avg",51.5417123983449
185,"Avg",97.7980297607393
195,"Avg",97.1547571667637
-195,"Min",6.14533702679595
-185,"Min",3.08981153002671
-175,"Min",2.79514718164496
-165,"Min",4.33707389034549
-155,"Min",6.14149372903716
-145,"Min",5.51224042013053
-135,"Min",5.17205284776523
-125,"Min",4.89841623977646
-115,"Min",4.44701946514194
-105,"Min",2.16511086924478
-95,"Min",1.26674498405465
-85,"Min",0.629464228254254
-75,"Min",0.227353830005156
-65,"Min",6.67840095710765
-55,"Min",3.68731992728629
-45,"Min",4.55355406326207
-35,"Min",3.84216689555954
-25,"Min",4.48720434834697
-15,"Min",0.622057705411684
-5,"Min",0.204930873770667
5,"Min",1.20435530988139
15,"Min",0.47649719237393
25,"Min",0.51739400728673
35,"Min",1.29803319925304
45,"Min",1.47338768998089
55,"Min",2.04666329198348
65,"Min",2.85698020609367
75,"Min",0.833094613390088
85,"Min",2.25895299131638
95,"Min",1.57973549762259
105,"Min",0.721991166676809
115,"Min",0.24411914944934
125,"Min",1.23850939179737
135,"Min",0.988235426763224
145,"Min",0.371566026169316
155,"Min",0.209838631236153
165,"Min",0.285399394503297
175,"Min",2.97192238148357
185,"Min",2.584650574549
195,"Min",1.37596725608358
