"position.disgap","Type","P85LongitudinalSpeed"
-55,"Avg",80.9093899238864
-45,"Avg",80.8812686158173
-35,"Avg",80.858721208197
-25,"Avg",80.8463043688567
-15,"Avg",80.8348669549687
-5,"Avg",80.8157968829101
5,"Avg",80.7885955505827
15,"Avg",80.7571869196958
25,"Avg",80.7183114444099
35,"Avg",80.6793050924574
45,"Avg",80.6424861794214
55,"Avg",80.5977697959176
65,"Avg",80.5479732211095
75,"Avg",80.4996639478455
85,"Avg",80.4665026806935
95,"Avg",80.4292910696162
105,"Avg",80.3796085665839
115,"Avg",80.3361839313151
125,"Avg",80.2836846351457
135,"Avg",80.2267268214945
145,"Avg",80.1691402525288
155,"Avg",80.105624419427
165,"Avg",80.0428222397488
175,"Avg",79.9799554828634
185,"Avg",79.9117123256588
195,"Avg",79.8496107167548
-195,"Min",78.983684654957
-185,"Min",79.0066281738751
-175,"Min",79.0171656124151
-165,"Min",79.034981440504
-155,"Min",79.0527355796804
-145,"Min",79.0728122068517
-135,"Min",79.0870698174812
-125,"Min",79.1054551595071
-115,"Min",79.1188653465795
-105,"Min",79.1354904278573
-95,"Min",79.176795228802
-85,"Min",79.2200193999702
-75,"Min",79.2813915221654
-65,"Min",79.3298108253734
-55,"Min",79.3824659598565
-45,"Min",79.3489421720143
-35,"Min",79.3260101434642
-25,"Min",79.3106723735806
-15,"Min",79.2919939527494
-5,"Min",79.2652551798819
5,"Min",79.2440822447693
15,"Min",79.2150568632678
25,"Min",79.1779556971578
35,"Min",79.1399224906952
45,"Min",79.1014815492588
55,"Min",79.0456194707581
65,"Min",78.9914030166011
75,"Min",78.9374787023645
85,"Min",78.9086277147444
95,"Min",78.8875607696616
105,"Min",78.8425038203381
115,"Min",78.8056778863122
125,"Min",78.7619873769734
135,"Min",78.7143307732145
145,"Min",78.6720003314619
155,"Min",78.6066694693518
165,"Min",78.5527470561558
175,"Min",78.4948388516699
185,"Min",78.4242178958834
195,"Min",78.3410759646584
