"position.disgap","Type","MinLateralSpeed"
-85,"Avg",0.369087166117213
-75,"Avg",0.173944265351823
-65,"Avg",0.486701441455223
-55,"Avg",0.303873303517688
-45,"Avg",0.189485471051889
-35,"Avg",0.0958899151185936
-25,"Avg",0.30225780435108
-15,"Avg",0.26361730441692
-5,"Avg",0.161454013064003
5,"Avg",0.16927837359306
15,"Avg",-0.0294603963752356
25,"Avg",-0.1346157924239
35,"Avg",-0.132696113815504
45,"Avg",-0.105633717711122
55,"Avg",-0.0428694742629728
65,"Avg",-0.0365342294555962
75,"Avg",-0.0724186550506789
85,"Avg",-0.122855948048475
95,"Avg",-0.132763826464574
105,"Avg",-0.165957392437639
115,"Avg",-0.129735860632087
125,"Avg",-0.0890449760926275
135,"Avg",0.218098510268495
145,"Avg",0.156947093952915
155,"Avg",0.00172056509819431
165,"Avg",-0.0736184435674005
175,"Avg",-0.125448606470493
185,"Avg",-0.172600865760881
195,"Avg",-0.201645499989527
-195,"Min",-0.157393043604987
-185,"Min",-0.240936168693299
-175,"Min",-0.31819474289228
-165,"Min",-0.378177100935794
-155,"Min",-0.133570131763127
-145,"Min",-0.157628771935875
-135,"Min",-0.383028706519043
-125,"Min",-0.493521647892775
-115,"Min",-0.576049706771508
-105,"Min",-0.433765159068436
-95,"Min",-0.306428289658299
-85,"Min",-0.534411091002127
-75,"Min",-0.674891412652922
-65,"Min",-0.780441512108827
-55,"Min",-0.753762605682982
-45,"Min",-0.643615378567738
-35,"Min",-0.429477541702072
-25,"Min",-0.182754561502301
-15,"Min",-0.185216331060311
-5,"Min",-0.158543366984353
5,"Min",0.0163779340694665
15,"Min",-0.0934509025748228
25,"Min",-0.216178943951367
35,"Min",-0.288443228782092
45,"Min",-0.247600709070566
55,"Min",-0.151741482059833
65,"Min",-0.171745842717558
75,"Min",-0.205114911442513
85,"Min",-0.286007244397068
95,"Min",-0.320439476759414
105,"Min",-0.270214146105936
115,"Min",-0.201814096210365
125,"Min",-0.166357038410397
135,"Min",0.156438337124867
145,"Min",0.0645371712743385
155,"Min",-0.244674190729808
165,"Min",-0.326435286362392
175,"Min",-0.274204557509707
185,"Min",-0.243620303518761
195,"Min",-0.330314563741051
