"position.disgap","Type","MedianLongitudinalSpeed"
85,"P85",70.035635508071
95,"P85",70.8963094554873
105,"P85",71.7428904974135
115,"P85",72.5169404155137
125,"P85",73.2922304899287
135,"P85",74.050731456038
145,"P85",74.7493109782947
155,"P85",75.4561424620949
165,"P85",76.199820469754
175,"P85",76.8785117499523
185,"P85",77.5477963492218
195,"P85",78.2153106796736
-195,"Median",51.6457945891099
-185,"Median",51.4385722223614
-175,"Median",51.1840870178355
-165,"Median",50.8721169615929
-155,"Median",50.5834744623899
-145,"Median",50.2954580366908
-135,"Median",49.9907178835561
-125,"Median",49.9327132625196
-115,"Median",50.2838068069297
-105,"Median",51.1815480469395
-95,"Median",52.2227513283449
-85,"Median",53.22480966134
-75,"Median",54.4417484099565
-65,"Median",54.9572156862714
-55,"Median",55.4403878467661
-45,"Median",55.9609568782421
-35,"Median",56.5215151623196
-25,"Median",57.2502092791318
-15,"Median",58.1037171953674
-5,"Median",58.8284285300218
5,"Median",59.5187123182982
15,"Median",60.2670723658858
25,"Median",60.9722683880919
35,"Median",61.7653334630753
45,"Median",62.54887048369
55,"Median",63.2817285724916
65,"Median",64.1553626932934
75,"Median",64.9123302226464
85,"Median",65.6127006714247
95,"Median",66.2543113932614
105,"Median",66.9447315971228
115,"Median",67.5899715565829
125,"Median",68.238619376822
135,"Median",68.8615335407439
145,"Median",69.4853828223696
155,"Median",70.0692009588844
165,"Median",70.633691484815
175,"Median",71.2066143446734
185,"Median",71.7957327247325
195,"Median",72.5334732367823
-195,"Avg",53.131004211057
-185,"Avg",53.0291535829463
-175,"Avg",52.8678637985092
-165,"Avg",52.6763335328449
-155,"Avg",52.4500587093973
-145,"Avg",52.1531379720716
-135,"Avg",51.860858832275
-125,"Avg",51.708534891578
-115,"Avg",51.802309799236
-105,"Avg",52.1736369969269
-95,"Avg",52.6216852759571
-85,"Avg",53.0973868056622
-75,"Avg",53.6289823448821
-65,"Avg",54.1544162798501
-55,"Avg",54.662660100284
-45,"Avg",55.1822313304811
-35,"Avg",55.8119759923485
-25,"Avg",56.4848063539094
-15,"Avg",57.1683842324717
-5,"Avg",57.912129706278
5,"Avg",58.6667527205693
15,"Avg",59.439457821588
25,"Avg",60.2541995371781
35,"Avg",61.1227161574934
45,"Avg",61.9362773352246
55,"Avg",62.7561960865755
65,"Avg",63.6536982397725
75,"Avg",64.4887728479721
85,"Avg",65.3030075906076
95,"Avg",66.0841826677991
105,"Avg",66.8793581138525
115,"Avg",67.627869478059
125,"Avg",68.3603068162207
135,"Avg",69.097532972206
145,"Avg",69.7905823841686
155,"Avg",70.4728343471326
165,"Avg",71.1657650911546
175,"Avg",71.8413068396027
185,"Avg",72.5078176834373
195,"Avg",73.1387106345157
-195,"Min",49.5422069772377
-185,"Min",49.3601228167037
-175,"Min",49.1060535658912
-165,"Min",48.8297804581968
-155,"Min",48.5267285979431
-145,"Min",48.2443859407606
-135,"Min",47.9612863895244
-125,"Min",47.7412904161588
-115,"Min",47.5601248288011
-105,"Min",48.3535577799615
-95,"Min",48.0290869887178
-85,"Min",47.704359823856
-75,"Min",47.4026119532151
-65,"Min",47.0886523713018
-55,"Min",46.778560808354
-45,"Min",46.5393443148662
-35,"Min",46.8522408364969
-25,"Min",47.5807448218439
-15,"Min",48.2616284931441
-5,"Min",49.0637220514301
5,"Min",50.0152170058424
15,"Min",50.9416854412783
25,"Min",52.192883480355
35,"Min",53.4806688024012
45,"Min",54.746953903291
55,"Min",55.9782143111123
65,"Min",57.1663587671852
75,"Min",58.2390899230059
85,"Min",59.3254026538237
95,"Min",60.374786990299
105,"Min",61.1408193622269
115,"Min",61.8378239017688
125,"Min",62.5018240191111
135,"Min",63.2139697201676
145,"Min",63.8786189122777
155,"Min",64.5389976625851
165,"Min",65.232378788761
175,"Min",65.8695226569073
185,"Min",66.5019985754002
195,"Min",67.1365240291067
